Year,Age_Group,Gender,Education_Level,Samples,Income
2004,25 to 34 years,Male,Bachelor's Degree,3178,55520
2004,35 to 44 years,Male,Bachelor's Degree,3529,78343
2004,45 to 54 years,Male,Bachelor's Degree,3081,80274
2004,55 to 64 years,Male,Bachelor's Degree,1645,79903
2004,65 years and over,Male,Bachelor's Degree,272,62373
2004,18 to 24 years,Female,Bachelor's Degree,507,30246
2004,25 to 34 years,Female,Bachelor's Degree,2733,41961
2004,35 to 44 years,Female,Bachelor's Degree,2477,54528
2004,45 to 54 years,Female,Bachelor's Degree,2336,53083
2004,55 to 64 years,Female,Bachelor's Degree,1018,47308
2004,65 years and over,Female,Bachelor's Degree,119,52963
2004,18 to 24 years,Male,Master's Degree,NA,NA
2004,25 to 34 years,Male,Master's Degree,747,62836
2004,35 to 44 years,Male,Master's Degree,1201,105546
2004,45 to 54 years,Male,Master's Degree,1348,103149
2004,55 to 64 years,Male,Master's Degree,819,82931
2004,65 years and over,Male,Master's Degree,129,80898
2004,18 to 24 years,Female,Master's Degree,NA,NA
2004,25 to 34 years,Female,Master's Degree,789,49297
2004,35 to 44 years,Female,Master's Degree,879,59840
2004,45 to 54 years,Female,Master's Degree,1109,67621
2004,55 to 64 years,Female,Master's Degree,625,67323
2004,65 years and over,Female,Master's Degree,NA,NA
2004,18 to 24 years,Male,Professional Degree,NA,NA
2004,25 to 34 years,Male,Professional Degree,203,83239
2004,35 to 44 years,Male,Professional Degree,374,143796
2004,45 to 54 years,Male,Professional Degree,395,164204
2004,55 to 64 years,Male,Professional Degree,256,169496
2004,65 years and over,Male,Professional Degree,81,176332
2004,18 to 24 years,Female,Professional Degree,NA,NA
2004,25 to 34 years,Female,Professional Degree,131,74495
2004,35 to 44 years,Female,Professional Degree,177,96198
2004,45 to 54 years,Female,Professional Degree,155,88527
2004,55 to 64 years,Female,Professional Degree,79,75469
2004,65 years and over,Female,Professional Degree,NA,NA
2004,18 to 24 years,Male,Doctorate Degree,NA,NA
2004,25 to 34 years,Male,Doctorate Degree,102,70383
2004,35 to 44 years,Male,Doctorate Degree,248,110301
2004,45 to 54 years,Male,Doctorate Degree,319,127341
2004,55 to 64 years,Male,Doctorate Degree,358,119416
2004,65 years and over,Male,Doctorate Degree,NA,NA
2004,18 to 24 years,Female,Doctorate Degree,NA,NA
2004,25 to 34 years,Female,Doctorate Degree,89,65637
2004,35 to 44 years,Female,Doctorate Degree,150,75619
2004,45 to 54 years,Female,Doctorate Degree,117,88683
2004,55 to 64 years,Female,Doctorate Degree,83,90465
2004,65 years and over,Female,Doctorate Degree,NA,NA
2004,18 to 24 years,Male,9th to 12th Grade (no diploma),593,24220
2004,25 to 34 years,Male,9th to 12th Grade (no diploma),1130,27402
2004,35 to 44 years,Male,9th to 12th Grade (no diploma),1039,30877
2004,45 to 54 years,Male,9th to 12th Grade (no diploma),749,33962
2004,55 to 64 years,Male,9th to 12th Grade (no diploma),431,34678
2004,65 years and over,Male,9th to 12th Grade (no diploma),114,26273
2004,18 to 24 years,Female,9th to 12th Grade (no diploma),249,17082
2004,25 to 34 years,Female,9th to 12th Grade (no diploma),455,19869
2004,35 to 44 years,Female,9th to 12th Grade (no diploma),510,21924
2004,45 to 54 years,Female,9th to 12th Grade (no diploma),500,23057
2004,55 to 64 years,Female,9th to 12th Grade (no diploma),262,21328
2004,65 years and over,Female,9th to 12th Grade (no diploma),NA,NA
2004,18 to 24 years,Male,"Some College, No Degree",1026,24863
2004,25 to 34 years,Male,"Some College, No Degree",2505,40499
2004,35 to 44 years,Male,"Some College, No Degree",2629,51813
2004,45 to 54 years,Male,"Some College, No Degree",2552,53771
2004,55 to 64 years,Male,"Some College, No Degree",1320,52840
2004,65 years and over,Male,"Some College, No Degree",250,58402
2004,18 to 24 years,Female,"Some College, No Degree",1021,20880
2004,25 to 34 years,Female,"Some College, No Degree",1758,30240
2004,35 to 44 years,Female,"Some College, No Degree",2076,34031
2004,45 to 54 years,Female,"Some College, No Degree",2211,35928
2004,55 to 64 years,Female,"Some College, No Degree",1141,34881
2004,65 years and over,Female,"Some College, No Degree",155,37232
2005,18 to 24 years,Male,Less than 9th Grade,221,17556
2005,25 to 34 years,Male,Less than 9th Grade,700,22052
2005,35 to 44 years,Male,Less than 9th Grade,754,26968
2005,45 to 54 years,Male,Less than 9th Grade,539,28087
2005,55 to 64 years,Male,Less than 9th Grade,313,30680
2005,65 years and over,Male,Less than 9th Grade,118,27147
2005,18 to 24 years,Female,Less than 9th Grade,NA,NA
2005,25 to 34 years,Female,Less than 9th Grade,140,17409
2005,35 to 44 years,Female,Less than 9th Grade,243,16802
2005,45 to 54 years,Female,Less than 9th Grade,282,19189
2005,55 to 64 years,Female,Less than 9th Grade,187,19206
2005,65 years and over,Female,Less than 9th Grade,NA,NA
2005,18 to 24 years,Male,High School Graduate (includes equivalency),1986,24053
2005,25 to 34 years,Male,High School Graduate (includes equivalency),4474,33866
2005,35 to 44 years,Male,High School Graduate (includes equivalency),5126,42133
2005,45 to 54 years,Male,High School Graduate (includes equivalency),4806,46622
2005,55 to 64 years,Male,High School Graduate (includes equivalency),2341,47151
2005,65 years and over,Male,High School Graduate (includes equivalency),511,43431
2005,18 to 24 years,Female,High School Graduate (includes equivalency),1133,19412
2005,25 to 34 years,Female,High School Graduate (includes equivalency),2230,25783
2005,35 to 44 years,Female,High School Graduate (includes equivalency),3170,29301
2005,45 to 54 years,Female,High School Graduate (includes equivalency),3582,31246
2005,55 to 64 years,Female,High School Graduate (includes equivalency),2040,31757
2005,65 years and over,Female,High School Graduate (includes equivalency),390,26712
2005,18 to 24 years,Male,Associate Degree,312,26984
2005,25 to 34 years,Male,Associate Degree,1291,42666
2005,35 to 44 years,Male,Associate Degree,1527,54914
2005,45 to 54 years,Male,Associate Degree,1486,57295
2005,55 to 64 years,Male,Associate Degree,633,60556
2005,65 years and over,Male,Associate Degree,84,70542
2005,18 to 24 years,Female,Associate Degree,344,25407
2005,25 to 34 years,Female,Associate Degree,1062,32498
2005,35 to 44 years,Female,Associate Degree,1349,37979
2005,45 to 54 years,Female,Associate Degree,1524,40924
2005,55 to 64 years,Female,Associate Degree,730,42812
2005,65 years and over,Female,Associate Degree,86,37693
2005,18 to 24 years,Male,Bachelor's Degree,389,33977
2005,25 to 34 years,Male,Bachelor's Degree,3106,57852
2005,35 to 44 years,Male,Bachelor's Degree,3542,80418
2005,45 to 54 years,Male,Bachelor's Degree,3275,90298
2005,55 to 64 years,Male,Bachelor's Degree,1825,74334
2005,65 years and over,Male,Bachelor's Degree,285,84722
2005,18 to 24 years,Female,Bachelor's Degree,555,30911
2005,25 to 34 years,Female,Bachelor's Degree,2760,42038
2005,35 to 44 years,Female,Bachelor's Degree,2706,54323
2005,45 to 54 years,Female,Bachelor's Degree,2406,56306
2005,55 to 64 years,Female,Bachelor's Degree,1070,49231
2005,65 years and over,Female,Bachelor's Degree,130,50294
2005,18 to 24 years,Male,Master's Degree,NA,NA
2005,25 to 34 years,Male,Master's Degree,764,63193
2005,35 to 44 years,Male,Master's Degree,1214,94523
2005,45 to 54 years,Male,Master's Degree,1286,106936
2005,55 to 64 years,Male,Master's Degree,861,101933
2005,65 years and over,Male,Master's Degree,149,145694
2005,18 to 24 years,Female,Master's Degree,NA,NA
2005,25 to 34 years,Female,Master's Degree,815,49890
2005,35 to 44 years,Female,Master's Degree,969,62222
2005,45 to 54 years,Female,Master's Degree,1073,64386
2005,55 to 64 years,Female,Master's Degree,672,61661
2005,65 years and over,Female,Master's Degree,NA,NA
2005,18 to 24 years,Male,Professional Degree,NA,NA
2005,25 to 34 years,Male,Professional Degree,165,100835
2005,35 to 44 years,Male,Professional Degree,377,158347
2005,45 to 54 years,Male,Professional Degree,428,168100
2005,55 to 64 years,Male,Professional Degree,291,155366
2005,65 years and over,Male,Professional Degree,107,150810
2005,18 to 24 years,Female,Professional Degree,NA,NA
2005,25 to 34 years,Female,Professional Degree,135,78288
2005,35 to 44 years,Female,Professional Degree,225,104396
2005,45 to 54 years,Female,Professional Degree,193,104074
2005,55 to 64 years,Female,Professional Degree,96,107295
2005,65 years and over,Female,Professional Degree,NA,NA
2005,18 to 24 years,Male,Doctorate Degree,NA,NA
2005,25 to 34 years,Male,Doctorate Degree,111,75711
2005,35 to 44 years,Male,Doctorate Degree,302,113860
2005,45 to 54 years,Male,Doctorate Degree,332,139621
2005,55 to 64 years,Male,Doctorate Degree,327,104518
2005,65 years and over,Male,Doctorate Degree,NA,NA
2005,18 to 24 years,Female,Doctorate Degree,NA,NA
2005,25 to 34 years,Female,Doctorate Degree,92,72909
2005,35 to 44 years,Female,Doctorate Degree,116,79958
2005,45 to 54 years,Female,Doctorate Degree,116,89958
2005,55 to 64 years,Female,Doctorate Degree,88,88470
2005,65 years and over,Female,Doctorate Degree,NA,NA
2005,18 to 24 years,Male,9th to 12th Grade (no diploma),578,21507
2005,25 to 34 years,Male,9th to 12th Grade (no diploma),1124,27002
2005,35 to 44 years,Male,9th to 12th Grade (no diploma),1075,30871
2005,45 to 54 years,Male,9th to 12th Grade (no diploma),913,33926
2005,55 to 64 years,Male,9th to 12th Grade (no diploma),442,39800
2005,65 years and over,Male,9th to 12th Grade (no diploma),97,32929
2005,18 to 24 years,Female,9th to 12th Grade (no diploma),246,15458
2005,25 to 34 years,Female,9th to 12th Grade (no diploma),424,22337
2005,35 to 44 years,Female,9th to 12th Grade (no diploma),470,22026
2005,45 to 54 years,Female,9th to 12th Grade (no diploma),482,24353
2005,55 to 64 years,Female,9th to 12th Grade (no diploma),271,21882
2005,65 years and over,Female,9th to 12th Grade (no diploma),88,18227
2005,18 to 24 years,Male,"Some College, No Degree",1223,24708
2005,25 to 34 years,Male,"Some College, No Degree",2556,42196
2005,35 to 44 years,Male,"Some College, No Degree",2686,52402
2005,45 to 54 years,Male,"Some College, No Degree",2651,54949
2005,55 to 64 years,Male,"Some College, No Degree",1430,59459
2005,65 years and over,Male,"Some College, No Degree",209,51258
2005,18 to 24 years,Female,"Some College, No Degree",976,21468
2005,25 to 34 years,Female,"Some College, No Degree",1790,30924
2005,35 to 44 years,Female,"Some College, No Degree",2001,36401
2005,45 to 54 years,Female,"Some College, No Degree",2185,38239
2005,55 to 64 years,Female,"Some College, No Degree",1281,38262
2005,65 years and over,Female,"Some College, No Degree",192,37443
2006,18 to 24 years,Male,Less than 9th Grade,211,19361
2006,25 to 34 years,Male,Less than 9th Grade,682,23453
2006,35 to 44 years,Male,Less than 9th Grade,682,29302
2006,45 to 54 years,Male,Less than 9th Grade,518,28988
2006,55 to 64 years,Male,Less than 9th Grade,348,29913
2006,65 years and over,Male,Less than 9th Grade,130,26062
2006,18 to 24 years,Female,Less than 9th Grade,NA,NA
2006,25 to 34 years,Female,Less than 9th Grade,173,18180
2006,35 to 44 years,Female,Less than 9th Grade,271,21152
2006,45 to 54 years,Female,Less than 9th Grade,272,21633
2006,55 to 64 years,Female,Less than 9th Grade,160,19681
2006,65 years and over,Female,Less than 9th Grade,NA,NA
2006,18 to 24 years,Male,High School Graduate (includes equivalency),2117,24974
2006,25 to 34 years,Male,High School Graduate (includes equivalency),4470,37181
2006,35 to 44 years,Male,High School Graduate (includes equivalency),4991,45316
2006,45 to 54 years,Male,High School Graduate (includes equivalency),5083,49199
2006,55 to 64 years,Male,High School Graduate (includes equivalency),2282,47741
2006,65 years and over,Male,High School Graduate (includes equivalency),543,42766
2006,18 to 24 years,Female,High School Graduate (includes equivalency),1091,20427
2006,25 to 34 years,Female,High School Graduate (includes equivalency),2291,26299
2006,35 to 44 years,Female,High School Graduate (includes equivalency),3110,30769
2006,45 to 54 years,Female,High School Graduate (includes equivalency),3650,31984
2006,55 to 64 years,Female,High School Graduate (includes equivalency),2126,31015
2006,65 years and over,Female,High School Graduate (includes equivalency),476,29170
2006,18 to 24 years,Male,Associate Degree,350,29698
2006,25 to 34 years,Male,Associate Degree,1325,42357
2006,35 to 44 years,Male,Associate Degree,1507,58759
2006,45 to 54 years,Male,Associate Degree,1482,57363
2006,55 to 64 years,Male,Associate Degree,702,51978
2006,65 years and over,Male,Associate Degree,93,48347
2006,18 to 24 years,Female,Associate Degree,327,26638
2006,25 to 34 years,Female,Associate Degree,1134,38857
2006,35 to 44 years,Female,Associate Degree,1336,41892
2006,45 to 54 years,Female,Associate Degree,1474,44191
2006,55 to 64 years,Female,Associate Degree,712,39477
2006,65 years and over,Female,Associate Degree,104,37079
2006,18 to 24 years,Male,Bachelor's Degree,356,36614
2006,25 to 34 years,Male,Bachelor's Degree,3348,64631
2006,35 to 44 years,Male,Bachelor's Degree,3784,82285
2006,45 to 54 years,Male,Bachelor's Degree,3369,85820
2006,55 to 64 years,Male,Bachelor's Degree,1948,80259
2006,65 years and over,Male,Bachelor's Degree,314,65644
2006,18 to 24 years,Female,Bachelor's Degree,562,32652
2006,25 to 34 years,Female,Bachelor's Degree,2948,46209
2006,35 to 44 years,Female,Bachelor's Degree,2623,57469
2006,45 to 54 years,Female,Bachelor's Degree,2672,59684
2006,55 to 64 years,Female,Bachelor's Degree,1240,56219
2006,65 years and over,Female,Bachelor's Degree,163,52570
2006,18 to 24 years,Male,Master's Degree,NA,NA
2006,25 to 34 years,Male,Master's Degree,825,73039
2006,35 to 44 years,Male,Master's Degree,1315,102786
2006,45 to 54 years,Male,Master's Degree,1340,113557
2006,55 to 64 years,Male,Master's Degree,887,90981
2006,65 years and over,Male,Master's Degree,174,75810
2006,18 to 24 years,Female,Master's Degree,NA,NA
2006,25 to 34 years,Female,Master's Degree,901,53763
2006,35 to 44 years,Female,Master's Degree,975,64957
2006,45 to 54 years,Female,Master's Degree,1095,69627
2006,55 to 64 years,Female,Master's Degree,691,64732
2006,65 years and over,Female,Master's Degree,83,65398
2006,18 to 24 years,Male,Professional Degree,NA,NA
2006,25 to 34 years,Male,Professional Degree,194,84981
2006,35 to 44 years,Male,Professional Degree,359,168816
2006,45 to 54 years,Male,Professional Degree,464,154007
2006,55 to 64 years,Male,Professional Degree,291,146420
2006,65 years and over,Male,Professional Degree,117,121051
2006,18 to 24 years,Female,Professional Degree,NA,NA
2006,25 to 34 years,Female,Professional Degree,167,92168
2006,35 to 44 years,Female,Professional Degree,187,102657
2006,45 to 54 years,Female,Professional Degree,170,101356
2006,55 to 64 years,Female,Professional Degree,125,112249
2006,65 years and over,Female,Professional Degree,NA,NA
2006,18 to 24 years,Male,Doctorate Degree,NA,NA
2006,25 to 34 years,Male,Doctorate Degree,80,71066
2006,35 to 44 years,Male,Doctorate Degree,303,132660
2006,45 to 54 years,Male,Doctorate Degree,340,141958
2006,55 to 64 years,Male,Doctorate Degree,345,117244
2006,65 years and over,Male,Doctorate Degree,105,118787
2006,18 to 24 years,Female,Doctorate Degree,NA,NA
2006,25 to 34 years,Female,Doctorate Degree,105,70244
2006,35 to 44 years,Female,Doctorate Degree,134,114093
2006,45 to 54 years,Female,Doctorate Degree,117,90411
2006,55 to 64 years,Female,Doctorate Degree,126,89626
2006,65 years and over,Female,Doctorate Degree,NA,NA
2006,18 to 24 years,Male,9th to 12th Grade (no diploma),556,20918
2006,25 to 34 years,Male,9th to 12th Grade (no diploma),1178,29347
2006,35 to 44 years,Male,9th to 12th Grade (no diploma),1143,31018
2006,45 to 54 years,Male,9th to 12th Grade (no diploma),932,35615
2006,55 to 64 years,Male,9th to 12th Grade (no diploma),484,41136
2006,65 years and over,Male,9th to 12th Grade (no diploma),135,32810
2006,18 to 24 years,Female,9th to 12th Grade (no diploma),242,17514
2006,25 to 34 years,Female,9th to 12th Grade (no diploma),416,21955
2006,35 to 44 years,Female,9th to 12th Grade (no diploma),510,24637
2006,45 to 54 years,Female,9th to 12th Grade (no diploma),504,24304
2006,55 to 64 years,Female,9th to 12th Grade (no diploma),298,25078
2006,65 years and over,Female,9th to 12th Grade (no diploma),75,27948
2006,18 to 24 years,Male,"Some College, No Degree",1245,26957
2006,25 to 34 years,Male,"Some College, No Degree",2506,41073
2006,35 to 44 years,Male,"Some College, No Degree",2624,53080
2006,45 to 54 years,Male,"Some College, No Degree",2593,56320
2006,55 to 64 years,Male,"Some College, No Degree",1552,56120
2006,65 years and over,Male,"Some College, No Degree",218,51091
2006,18 to 24 years,Female,"Some College, No Degree",980,21822
2006,25 to 34 years,Female,"Some College, No Degree",1784,32853
2006,35 to 44 years,Female,"Some College, No Degree",2102,37323
2006,45 to 54 years,Female,"Some College, No Degree",2217,39785
2006,55 to 64 years,Female,"Some College, No Degree",1320,40749
2006,65 years and over,Female,"Some College, No Degree",190,43082
2007,18 to 24 years,Male,Less than 9th Grade,182,18020
2007,25 to 34 years,Male,Less than 9th Grade,543,26624
2007,35 to 44 years,Male,Less than 9th Grade,675,25877
2007,45 to 54 years,Male,Less than 9th Grade,524,30127
2007,55 to 64 years,Male,Less than 9th Grade,298,32337
2007,65 years and over,Male,Less than 9th Grade,102,33540
2007,18 to 24 years,Female,Less than 9th Grade,NA,NA
2007,25 to 34 years,Female,Less than 9th Grade,107,19341
2007,35 to 44 years,Female,Less than 9th Grade,288,23120
2007,45 to 54 years,Female,Less than 9th Grade,266,20279
2007,55 to 64 years,Female,Less than 9th Grade,119,21428
2007,65 years and over,Female,Less than 9th Grade,NA,NA
2007,18 to 24 years,Male,High School Graduate (includes equivalency),2013,25153
2007,25 to 34 years,Male,High School Graduate (includes equivalency),4399,35995
2007,35 to 44 years,Male,High School Graduate (includes equivalency),4735,47149
2007,45 to 54 years,Male,High School Graduate (includes equivalency),5120,46677
2007,55 to 64 years,Male,High School Graduate (includes equivalency),2424,46037
2007,65 years and over,Male,High School Graduate (includes equivalency),545,47557
2007,18 to 24 years,Female,High School Graduate (includes equivalency),1101,21389
2007,25 to 34 years,Female,High School Graduate (includes equivalency),2219,30092
2007,35 to 44 years,Female,High School Graduate (includes equivalency),2881,30854
2007,45 to 54 years,Female,High School Graduate (includes equivalency),3601,33079
2007,55 to 64 years,Female,High School Graduate (includes equivalency),2273,31828
2007,65 years and over,Female,High School Graduate (includes equivalency),473,29610
2007,18 to 24 years,Male,Associate Degree,310,29542
2007,25 to 34 years,Male,Associate Degree,1269,45691
2007,35 to 44 years,Male,Associate Degree,1500,55394
2007,45 to 54 years,Male,Associate Degree,1509,56903
2007,55 to 64 years,Male,Associate Degree,833,56808
2007,65 years and over,Male,Associate Degree,133,54063
2007,18 to 24 years,Female,Associate Degree,305,25130
2007,25 to 34 years,Female,Associate Degree,1148,39606
2007,35 to 44 years,Female,Associate Degree,1372,40762
2007,45 to 54 years,Female,Associate Degree,1518,45759
2007,55 to 64 years,Female,Associate Degree,767,41133
2007,65 years and over,Female,Associate Degree,86,40408
2007,18 to 24 years,Male,Bachelor's Degree,474,37025
2007,25 to 34 years,Male,Bachelor's Degree,3435,63175
2007,35 to 44 years,Male,Bachelor's Degree,3692,81941
2007,45 to 54 years,Male,Bachelor's Degree,3376,88242
2007,55 to 64 years,Male,Bachelor's Degree,2082,83669
2007,65 years and over,Male,Bachelor's Degree,376,86467
2007,18 to 24 years,Female,Bachelor's Degree,607,33741
2007,25 to 34 years,Female,Bachelor's Degree,3056,45328
2007,35 to 44 years,Female,Bachelor's Degree,2625,57778
2007,45 to 54 years,Female,Bachelor's Degree,2642,59977
2007,55 to 64 years,Female,Bachelor's Degree,1403,56015
2007,65 years and over,Female,Bachelor's Degree,205,45405
2007,18 to 24 years,Male,Master's Degree,NA,NA
2007,25 to 34 years,Male,Master's Degree,839,72069
2007,35 to 44 years,Male,Master's Degree,1420,99753
2007,45 to 54 years,Male,Master's Degree,1295,106482
2007,55 to 64 years,Male,Master's Degree,1062,91470
2007,65 years and over,Male,Master's Degree,184,100298
2007,18 to 24 years,Female,Master's Degree,NA,NA
2007,25 to 34 years,Female,Master's Degree,1124,55475
2007,35 to 44 years,Female,Master's Degree,1183,64924
2007,45 to 54 years,Female,Master's Degree,1217,68523
2007,55 to 64 years,Female,Master's Degree,765,64867
2007,65 years and over,Female,Master's Degree,100,61014
2007,18 to 24 years,Male,Professional Degree,NA,NA
2007,25 to 34 years,Male,Professional Degree,160,103501
2007,35 to 44 years,Male,Professional Degree,338,167587
2007,45 to 54 years,Male,Professional Degree,407,155803
2007,55 to 64 years,Male,Professional Degree,338,168785
2007,65 years and over,Male,Professional Degree,89,133626
2007,18 to 24 years,Female,Professional Degree,NA,NA
2007,25 to 34 years,Female,Professional Degree,183,80778
2007,35 to 44 years,Female,Professional Degree,189,92867
2007,45 to 54 years,Female,Professional Degree,181,90506
2007,55 to 64 years,Female,Professional Degree,96,100205
2007,65 years and over,Female,Professional Degree,NA,NA
2007,18 to 24 years,Male,Doctorate Degree,NA,NA
2007,25 to 34 years,Male,Doctorate Degree,108,83929
2007,35 to 44 years,Male,Doctorate Degree,285,109723
2007,45 to 54 years,Male,Doctorate Degree,313,131893
2007,55 to 64 years,Male,Doctorate Degree,300,128574
2007,65 years and over,Male,Doctorate Degree,119,101914
2007,18 to 24 years,Female,Doctorate Degree,NA,NA
2007,25 to 34 years,Female,Doctorate Degree,83,78236
2007,35 to 44 years,Female,Doctorate Degree,149,83998
2007,45 to 54 years,Female,Doctorate Degree,128,80407
2007,55 to 64 years,Female,Doctorate Degree,105,76745
2007,65 years and over,Female,Doctorate Degree,NA,NA
2007,18 to 24 years,Male,9th to 12th Grade (no diploma),527,22095
2007,25 to 34 years,Male,9th to 12th Grade (no diploma),1039,28475
2007,35 to 44 years,Male,9th to 12th Grade (no diploma),968,34094
2007,45 to 54 years,Male,9th to 12th Grade (no diploma),898,35858
2007,55 to 64 years,Male,9th to 12th Grade (no diploma),390,40983
2007,65 years and over,Male,9th to 12th Grade (no diploma),156,40922
2007,18 to 24 years,Female,9th to 12th Grade (no diploma),216,18013
2007,25 to 34 years,Female,9th to 12th Grade (no diploma),395,20899
2007,35 to 44 years,Female,9th to 12th Grade (no diploma),500,23344
2007,45 to 54 years,Female,9th to 12th Grade (no diploma),426,23822
2007,55 to 64 years,Female,9th to 12th Grade (no diploma),251,23153
2007,65 years and over,Female,9th to 12th Grade (no diploma),78,20480
2007,18 to 24 years,Male,"Some College, No Degree",1243,25739
2007,25 to 34 years,Male,"Some College, No Degree",2513,41551
2007,35 to 44 years,Male,"Some College, No Degree",2739,55232
2007,45 to 54 years,Male,"Some College, No Degree",2693,57991
2007,55 to 64 years,Male,"Some College, No Degree",1619,53532
2007,65 years and over,Male,"Some College, No Degree",304,45505
2007,18 to 24 years,Female,"Some College, No Degree",1078,23748
2007,25 to 34 years,Female,"Some College, No Degree",1846,34561
2007,35 to 44 years,Female,"Some College, No Degree",2064,38419
2007,45 to 54 years,Female,"Some College, No Degree",2333,39509
2007,55 to 64 years,Female,"Some College, No Degree",1430,40648
2007,65 years and over,Female,"Some College, No Degree",243,50688
2008,18 to 24 years,Male,Less than 9th Grade,128,19896
2008,25 to 34 years,Male,Less than 9th Grade,468,24211
2008,35 to 44 years,Male,Less than 9th Grade,588,27366
2008,45 to 54 years,Male,Less than 9th Grade,497,30166
2008,55 to 64 years,Male,Less than 9th Grade,333,34106
2008,65 years and over,Male,Less than 9th Grade,96,37047
2008,18 to 24 years,Female,Less than 9th Grade,NA,NA
2008,25 to 34 years,Female,Less than 9th Grade,145,17923
2008,35 to 44 years,Female,Less than 9th Grade,236,21641
2008,45 to 54 years,Female,Less than 9th Grade,230,21945
2008,55 to 64 years,Female,Less than 9th Grade,148,24644
2008,65 years and over,Female,Less than 9th Grade,NA,NA
2008,18 to 24 years,Male,High School Graduate (includes equivalency),1748,26218
2008,25 to 34 years,Male,High School Graduate (includes equivalency),4066,36742
2008,35 to 44 years,Male,High School Graduate (includes equivalency),4371,47057
2008,45 to 54 years,Male,High School Graduate (includes equivalency),4817,49003
2008,55 to 64 years,Male,High School Graduate (includes equivalency),2410,47568
2008,65 years and over,Male,High School Graduate (includes equivalency),531,54235
2008,18 to 24 years,Female,High School Graduate (includes equivalency),951,22814
2008,25 to 34 years,Female,High School Graduate (includes equivalency),2104,27607
2008,35 to 44 years,Female,High School Graduate (includes equivalency),2664,30574
2008,45 to 54 years,Female,High School Graduate (includes equivalency),3529,33187
2008,55 to 64 years,Female,High School Graduate (includes equivalency),2142,37731
2008,65 years and over,Female,High School Graduate (includes equivalency),412,35335
2008,18 to 24 years,Male,Associate Degree,303,31992
2008,25 to 34 years,Male,Associate Degree,1228,48089
2008,35 to 44 years,Male,Associate Degree,1388,57183
2008,45 to 54 years,Male,Associate Degree,1463,60788
2008,55 to 64 years,Male,Associate Degree,820,58959
2008,65 years and over,Male,Associate Degree,122,53532
2008,18 to 24 years,Female,Associate Degree,310,26814
2008,25 to 34 years,Female,Associate Degree,1066,35091
2008,35 to 44 years,Female,Associate Degree,1374,40393
2008,45 to 54 years,Female,Associate Degree,1620,43734
2008,55 to 64 years,Female,Associate Degree,804,43065
2008,65 years and over,Female,Associate Degree,91,39202
2008,18 to 24 years,Male,Bachelor's Degree,432,44656
2008,25 to 34 years,Male,Bachelor's Degree,3233,62840
2008,35 to 44 years,Male,Bachelor's Degree,3563,86705
2008,45 to 54 years,Male,Bachelor's Degree,3256,94642
2008,55 to 64 years,Male,Bachelor's Degree,2133,92615
2008,65 years and over,Male,Bachelor's Degree,424,75366
2008,18 to 24 years,Female,Bachelor's Degree,621,34898
2008,25 to 34 years,Female,Bachelor's Degree,3041,46415
2008,35 to 44 years,Female,Bachelor's Degree,2568,61713
2008,45 to 54 years,Female,Bachelor's Degree,2554,59576
2008,55 to 64 years,Female,Bachelor's Degree,1476,56013
2008,65 years and over,Female,Bachelor's Degree,217,54349
2008,18 to 24 years,Male,Master's Degree,NA,NA
2008,25 to 34 years,Male,Master's Degree,900,71637
2008,35 to 44 years,Male,Master's Degree,1304,101308
2008,45 to 54 years,Male,Master's Degree,1291,116129
2008,55 to 64 years,Male,Master's Degree,1039,101706
2008,65 years and over,Male,Master's Degree,175,90381
2008,18 to 24 years,Female,Master's Degree,NA,NA
2008,25 to 34 years,Female,Master's Degree,1023,56715
2008,35 to 44 years,Female,Master's Degree,1067,67993
2008,45 to 54 years,Female,Master's Degree,1114,68991
2008,55 to 64 years,Female,Master's Degree,845,67103
2008,65 years and over,Female,Master's Degree,127,68156
2008,18 to 24 years,Male,Professional Degree,NA,NA
2008,25 to 34 years,Male,Professional Degree,187,109109
2008,35 to 44 years,Male,Professional Degree,344,161200
2008,45 to 54 years,Male,Professional Degree,381,190909
2008,55 to 64 years,Male,Professional Degree,329,174815
2008,65 years and over,Male,Professional Degree,147,153926
2008,18 to 24 years,Female,Professional Degree,NA,NA
2008,25 to 34 years,Female,Professional Degree,204,78765
2008,35 to 44 years,Female,Professional Degree,243,118409
2008,45 to 54 years,Female,Professional Degree,205,102405
2008,55 to 64 years,Female,Professional Degree,85,89164
2008,65 years and over,Female,Professional Degree,NA,NA
2008,18 to 24 years,Male,Doctorate Degree,NA,NA
2008,25 to 34 years,Male,Doctorate Degree,149,112773
2008,35 to 44 years,Male,Doctorate Degree,305,132350
2008,45 to 54 years,Male,Doctorate Degree,313,133477
2008,55 to 64 years,Male,Doctorate Degree,252,132074
2008,65 years and over,Male,Doctorate Degree,100,111149
2008,18 to 24 years,Female,Doctorate Degree,NA,NA
2008,25 to 34 years,Female,Doctorate Degree,100,64662
2008,35 to 44 years,Female,Doctorate Degree,144,76918
2008,45 to 54 years,Female,Doctorate Degree,163,91212
2008,55 to 64 years,Female,Doctorate Degree,131,96567
2008,65 years and over,Female,Doctorate Degree,NA,NA
2008,18 to 24 years,Male,9th to 12th Grade (no diploma),481,21305
2008,25 to 34 years,Male,9th to 12th Grade (no diploma),897,32212
2008,35 to 44 years,Male,9th to 12th Grade (no diploma),899,34998
2008,45 to 54 years,Male,9th to 12th Grade (no diploma),809,34707
